"","ID","Short Title","Year"
"814","A65185","The Voyages of the ever renowned Sr","1683"
"815","A65341","Nevvs from the channel, or The disc","1673"
"816","A65526","An history of the transactions betw","1664"
"817","A65574","New-England's present sufferings un","1675"
"818","A65605","VVhat will you have? A calfe with a","1649"
"819","A65620","A journey into Greece by George Whe","1682"
"820","A65740","There was a paper published on Frid","1680"
"821","A65771","A true account of the passages at M","1688"
"822","A65782","The Evropean mercury","1641"
"823","A65810","The rarities of Russia with the int","1662"
"824","A65813","A true copy of a letter from an Eng","1683"
"825","A65949","Safety in war, or, The infallible a","1692"
"826","A66231","A charter of regulations granted to","1694"
"827","A66356","Virginia, more especially the south","1650"
"828","A66359","Virgo triumphans, or, Virginia in g","1650"
"829","A66538","The case of John Wilmore truly and","1682"
"830","A66582","An account of the province of Carol","1682"
"831","A66777","Sigh for the pitchers","1666"
"832","A66798","A description of the grand signour'","1653"
"833","A66980","The map of Ireland","1653"
"834","A67015","A letter of advice and comfort to t","1700"
"835","A67213","The humble petition and remonstranc","1654"
"836","A67329","An account of the Islands of Orkney","1700"
"837","A67491","The present state of Egypt, or, A n","1678"
"838","A67506","A journey to Hell, or, A visit paid","1700"
"839","A67509","A journey to Scotland","1699"
"840","A67524","A step to the Bath","1700"
"841","A67525","A step to the Bath","1700"
"842","A67527","A trip to Jamaica","1698"
"843","A67529","A walk to Islington","1699"
"844","A67715","Cyrus le Grand the entire story","1654"
"845","A67738","England's improvement by sea and la","1677"
"846","A67892","Salmacis and Hermaphroditus. Salmac","1602"
"847","A68148","A true declaration of the troublesome voyadge of M. Iohn Haukins to the parties of Guynea and the west Indies, in the yeares of our Lord 1567. and 1568","1569"
"848","A68165","A discourse of the great ouerthrow giuen by the French King vnto the leaguers in Poictiers, in Februarie last","1592"
"849","A68181","Here endeth the discripcion of Britayne ...","1480"
"850","A68252","The strange and dangerous voyage of Captaine Thomas Iames, in his intended discouery of the Northwest Passage into the South Sea","1633"
"851","A68278","[The] troublesome raigne of Iohn King of England","1591"
"852","A68345","The Low-Country common wealth","1609"
"853","A68413","The first booke of the historie of the discouerie and conquest of the East Indias, enterprised by the Portingales, in their daungerous nauigations, in the time of King Don Iohn, the second of that name","1582"
"854","A68499","The 26. of Iuly. A true, plaine, and compendious discourse of the besieging of Bergen up Zome","1622"
"855","A68500","August II. 1622. A remonstration of the French subiects professing the reformed religion vnto the French King","1622"
"856","A68764","The theatre of the empire of Great Britaine","1612"
"857","A68945","A summarie and true discourse of Sir Francis Drakes VVest Indian voyage","1589"
"858","A68946","A summarie and true discourse of Sir Frances Drakes VVest Indian voyage","1589"
"859","A69093","Monsieur D'Oliue","1606"
"860","A69607","The Present condition of the Muscovite empire till the year 1699","1699"
"861","A69789","The history of Poland [vol 2]","1698"
"862","A69794","An accurate description of the United Netherlands, and of the most considerable parts of Germany, Sweden, &amp; Denmark","1691"
"863","A69796","An historical and geographical account of the Morea, Negropont, and the maritime places, as far as Thessalonica","1687"
"864","A69842","An account of the first voyages and discoveries made by the Spaniards in America","1699"
"865","A69885","Anglia rediviva","1699"
"866","A69891","To the King's Most Excellent Majesty, the humble address of George Lord Dartmouth, admiral of Your Majesties fleet for the present expedition, and the commanders of Your Majesties ships of war now actually at the Spithead in Your Majesties service under his Lordships command","1688"
"867","A69916","A voyage to the East-Indies","1698"
"868","A70052","A new discovery of Terra incognita Australis, or, The southern world, by James Sadeur, a French-man, who being cast there by a shipwrack, lived 35 years in that country and gives a particular description of the manners, customs, religion, laws, studies and wars of those southern people, and of some animals peculiar to that place ...","1693"
"869","A70095","The present state of Carolina with advice to the setlers","1682"
"870","A70163","A sommary description manifesting that greater profits are to bee done in the hott then in the could [sic] parts off the coast off America","1660"
"871","A70258","Memorabilia mundi, or, Choice memoirs of the history and description of the world","1670"
"872","A70427","An historical and geographical description of France","1694"
"873","A70558","A brief account concerning several of the agents of New-England, their negotiation at the Court of England","1691"
"874","A70735","Africa","1670"
"875","A70807","The English atlas","1680"
"876","A70850","The famous history of Valentine and Orson","1673"
"877","A70955","The present state of the islands in the archipelago, or Arches, seas of Constantinople and gulph [sic] of Smyrna","1687"
"878","A70970","Remarks upon the navy.","1700"
"879","A71098","The hairy-giants, or, A description of two islands in the South Sea called by the name of Benganga and Coma","1671"
"880","A71275","The Wonderful preservation of Gregory Crow","1679"
"881","A71306","Purchas his pilgrimes [part 4]","1625"
"882","A72050","The First and second part of the history of the famous Euordanus Prince of Denmark :$bWith the strange aduentures of Iago Prince of Saxonie: and of both theyr seuerall fortunes in loue.","1605"
"883","A72217","A new and accurate map of the world :$bdrawne according to the truest descriptions, latest discoueries, and best obseruations that haue been made by English or strangers. VVith briefe and most plaine notes vpon the vvhole body of cosmographie, for the easie vnderstanding thereof: pleasant and vsefull for all such as desire to know further then of their owne home.","1625"
"884","A72509","A perambulation of Kent :$bconteining the description, hystorie, and customes of that shyre. Collected and written (for the most part) in the yeare. 1570. by William Lambard of Lincolnes Inne Gent. and nowe increased by the addition of some things which the authour him selfe hath obserued since that time.","1576"
"885","A72554","A voyage into Nevv England begun in 1623. and ended in 1624 :$bPerformed by Christopher Levett, his Maiesties woodward of Somerset-shire, and one of the Councell of New-England.","1624"
"886","A72861","Nevves from Malta :$bwritten by a gentleman of that iland, to a friend of his in Fraunce. Shewing the desperate assault and surprising of two castles of the Turkes, by the Italians forces, vpon the eight day of September last past. Translated according to the Italian copie.","1603"
"887","A72937","The Continuation of our newes from the 4. to the 17. of this instant: :$bContaining amongst other things, these particulars. A great ouerthrow giuen to the king of Persia by the Turkes. A letter written by the king ow Sweden, being a second manifestation of his proceeding, &amp; the reasons thereof, with seuerall passages concerning Germany, and of the administrator of Hall, his preparation and successe in, and neere Magdenburg. The valour and courage of the Protestants in Bohemia, in resisting the tyranny of the imperialists ouer their conscience. Some late passages of the king of Denmarke, and those of Hamborough, and of his good successe against the Hamburgers, and others.","1630"
"888","A72938","The late proceedings in all troubled parts of Christendome this 25 of Iune 1622 :$bVVith the besidgeing and taking in of the citty of Mayneuelte by the protestants in Switzerland, which was vnder the Arch Duke Leopoldus custodie. The weekely newes from Italy, Germanie, Hungaria, Bohemia, the Palatinate, and the Low Countries. Printed this 25. of Iune","1622"
"889","A73047","The second booke of Primaleon of Greece.And Prince Edward of England :$bContinuing the course of their rare fortunes, knightly aduentures, successe in loue, and admirable escape from verie perillous enchauntments: as the like delightfull historie hath sildome been heard of. Translated out of French by A.M. one of the messengers of her Maiesties chamber.","1596"
"890","A73520","The mathematical ievvel :$bshewing the making, and most excellent vse of a singuler instrument so called: in that it performeth with wonderfull dexteritie, whatsoeuer is to be done, either by quadrant, ship, circle, cylinder, ring, dyall, horoscope, astrolabe, sphere, globe, or any such like heretofore deuised: ... The vse of which iewel, is so aboundant and ample, that it leadeth any man practising thereon, the direct pathway ... through the whole artes of astronomy, cosmography, ... and briefely of whatsoeuer concerneth the globe or sphere: ... The most part newly founde out by the author, compiled and published ... by Iohn Blagraue of Reading gentleman and well willer to the mathematickes, who hath cut all the prints or pictures of the whole worke with his owne hands. 1585.","1585"
"891","A73547","Newes from Argeir :$bof the proceedings of our royall fleete since their departure from England, and what happened betweene them, and the Turkish Callies vpon Christmas day last. To the tune of, King Henries going to Bolloigne.","1621"
"892","A73575","The marchants avizo :$bVery necessarie for their sonnes and seruants, when they first send them beyond the seas, as to Spaine and Portingale or other countreyes. Made by their hartie wellwiller in Christ. I.B. marchant.","1589"
"893","A73587","Newes come latle fro[m] Pera :$bof two most mighti armies as wel of foteme[n] as of horsme[n], tra[n]slated out of Italien, to Fre[n]che and so into Engleshe. And first of the great Duke of Moscouia [and] of the Soffy, and y[e] othere of an Hebrewe people neuer spoken of before, fou[n]de not lo[n]g ago comming from y[e] mountaines called Caspii, with a newe inuencio[n] of weapons, with y[e] nomber of y[e] squadrons, and with the names of two earles [and] capitayns. And the cause whi y[e] great Turk hath forbydde[n] wyne, with mani other newes neuer hard of.","1561"
"894","A73698","A true report of a voyage made this last summer by a fleete of 73. shippes, sent forth at the command and direction of the states generall of the vnited prouinces :$bto the coast of Spaine and the Canary-Isles: and in what sort the said fleet tooke the principall town, and two castles of the Grand Canaria; as also an other towne in the island of Gomera: with the successe of part of the saide fleete in their returne homeward. Which set saile for Spaine the 25. of May, and returned home the 10. of Septemb. 1599.","1599"
"895","A73765","Good newes for Christendome :$bSent to a Venetian in Ligorne, from a merchant in Alexandria. Discouering a wonderfull and strange apparition, visibly seene for many dayes togither in Arabia, ouer the place, where the supposed tombe of Mahomet (the Turkish prophet) is inclosed: by which the learned Arabians prognosticate the reducing &amp; calling of the great Turke to Christianitie. With many other notable accidents: but the most remarkable is the miraculous rayning of bloud about Rome. Done out of the Italian.",NA
"896","A73958","By the King. A proclamation to represse all piracies and depredations vpon the sea","1603"
"897","A73966","By the King. A proclamation inhibiting the importation of pepper from forraine parts, by any other persons then those of the East Indian Company","1609"
"898","A74298","An act declaring the grounds and causes of making prize the ships and goods that shall be taken from time to time by the Parliaments ships at sea, and for the encouragement of officers, mariners and seamen. :$bDie Martis, 17 April, 1649. Ordered by the Commons assembled in Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliament'.","1649"
"899","A74331","An act for taking of the accompts belonging to the Navy &amp; Customs. :$bDie Mercurii, 8 Augusti, 1649. Ordered by the Commons assembled in Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliment'.","1649"
"900","A74343","An act for the punishment of crimes committed upon, or beyond the seas. :$bDie Jovis, 20 Septembr. 1649. Ordered by the Commons assembled in Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliament'.","1649"
"901","A74375","An act for preventing injuries and wrongs done to merchants at sea, in their persons, ships or goods; :$band prohibiting mariners from serving under forraign princes or states without license. Die Sabbathi, 13^0 Aprilis, 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.","1650"
"902","A74399","An act for making ships and merchandizes taken, :$bor to be taken from the King of Portugal or any of his subjects, to be prize. Die Veneris, 8 Novembr. 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.","1650"
"903","A74424","An act for making navigable the river of VVye. :$bThursday, the 26th of June, 1651. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.","1651"
"904","A74432","An act for increase of shipping, :$band encouragement of the navigation of this nation. Thursday the ninth of October, 1651. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.","1651"
"905","A74453","An act for calling home sea-men and mariners, :$band inhibiting such to serve abroad without licence. Thursday the 9th of September, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.","1652"
"906","A74547","An ordinance appointing a committee of the adventurers for lands in Ireland, for determining differences among the said adventurers..","1654"
"907","A74586","An order of Parliament with the consent of His Highness the Lord Protector, :$bfor a day of publike thanksgiving with the cities of London and Westminster, the late lines of communication, and weekly bills of mortality, on Wednesday the third of June next; for the great success God hath been pleased to give the Navy of this Commonwealth under the command of General Blake against the Spaniard. Together with a narrative of the same success, as it was communicated in a letter from the said General. Thursday the 28th of May, 1657. Ordered by the Parliament, that this narrative be printed and published, with the order of the House for the day of thanksgiving. Hen: Scobell, Clerk of the Parliament.","1657"
"908","A74802","A declaration of His Excellency Robert E. of Warwick Lord High Admirall of England, :$bconcerning the uniting of the two navies, and restoring of the Kings Majesty, the Prince of Wales, the Duke of York and the rest of the royall issue to their just rights and privledges. And his resolution touching all those who endeavour to obstruct the treaty, and hinder the setling of truth, and happy peace, in this unsetled church and kindome. With His Majesties last and finall propositions to all loyall and reasonable subjects. Subscribed Charles R.","1648"
"909","A74856","A discourse, or parly, continued betwixt Partricius and Peregrine (upon their landing in France) :$btouching the civill wars of England and Ireland.","1643"
"910","A74866","The geometrical sea-man: or, the art of navigation performed by geometry. :$bShewing how all the three kinds of sayling, viz. by the plain chart, by Mercators chart, by a great circle. may be easily and exactly performed by a plain ruler and a pair of compasses, without arithmeticall calculation. /$cBy Henry Phillippes.","1652"
"911","A74873","Another bloudy fight at sea between the English and the Dutch upon the coast of Flanders. /$cSent in a letter to the Parliament of England, and the Councel of State, on Saturday last; with their debates likewise, and consultations, and resolutions, on the Sabbothday in the afternoon at White-Hall. Likewise the particulars of the fight, the number sunk, and 40 men of war and merchants taken, and brought into the Downs, under the command and protection of Dover Castle. Also a declaration of the lords embassadours of the States of Holland, touching war and peace, and the Parliaments final answer and resolution thereunto.","1652"
"912","A74874","The great eater of Grayes-Inne, or The life of Mr. Marriot the cormorant. :$bVVherein is set forth, all the exploits and actions by him performed; with many pleasant stories of his travells into Kent and other places. Also, a rare physicall dispensatory, being the manner how he makes his cordiall broaths, pills, purgations, julips, and vomits, to keep his body in temper, and free from surfeits. /$cBy G.F. Gent.","1652"
"913","A74888","A Bloudy fight between [t]he two potent fleets of England and Holland, on Thursday and Friday the second and third of June, in St. Georges Channel; :$bwith the number of ships that were burnt, sunk, and taken in the engagement: And a perfect account of the proceedings of both the fleets.","1653"
"914","A75204","An Account of Spain :$bbeing a new description of that country and people, and of the sea ports along the Mediterranean : of Ceuta, Tangier, &amp;c. /$cwritten by a French gentleman, who was in disguise aboard the English fleet, with an account of the most remarkable transactions of that fleet : to which is added, a large preface concerning the establishment of the Spanish crown, on the Duke of Anjou.","1700"
"915","A75206","An Account of the actions of the confederate and French armies. :$bWith a list of the German forces arrived to the assistance of the Duke of Savoy. /$cIn a letter from a gentleman in the army to his friend in London.","1691"
"916","A75283","The coppie of a letter vvritten to the Duke of Buckingham concerning the match with Spaine: :$bdiscovering what dangers would happen to this state by the Kings marrying with one of a contrary religion shewed by divers presidents.","1642"
"917","A75328","An Account of the late engagement at sea, on the coast of Spain, between two of Their Majesties' fifth rate frigates with two French men of war and a privateer :$bas also several rich merchant-men, the stranding one [sic] of the French men of war, and taking three other ships richly laden with great numbers of prisoners : in a letter from a merchant at Falmouth to his frind [sic] in London.","1691"
"918","A75382","Another bloudy fight at sea upon the coast of Cornwal, on Sunday the 13. of this instant June; :$bbetween the Parliaments fleet commanded by Sir George Ayscue; and the French and Dutch navies, commanded by the Lord Admiral Chastitdon. With the particulars of the fight; the manner of the engagement; the great loss on both sides; and the number of ships sunk and taken. Also, the advance of Van-Trump towards the North; and fifty of the Parliaments men of war gone after to fight him: with the sinking of Captain Taylor; and the number of English ships taken by Captian Bradshaw.","1652"
"919","A75392","Another great victorie obtained by Vice-Admiral Pen against the Hollanders, :$bsince the last great and terrible engagement between both fleets; with the full particulars thereof, advertised by letters from the generals at sea, to the Parliament and Councel of State: together with a list of the names of the ships taken, and brought to Dover, laden with bars of silver, cocheneal, wines, sugar, salt, and tobacco: the landing of seven hundred prisoners; and the number of ships sunk, burnt, taken, and dispursed. Likewise, a narrative of the great loss on the Parl. side. Whereunto is annexed, the answer and remonstrance of the officers and souldiers in Scotland, to the late letter of the Lord Gen. Cromwel, and the Conncel [sic] of Officers in England, for the chusing of a new Parliament, to remove the heavy burdens, and to set the oppressed free. Brought by the last post, Sunday, Feb. 26. and published (according to order) to undeceive the people.","1653"
"920","A75524","The appointments of Edward Russell, Esq; now Earl of Orford, when he was Admiral of the Blue, and Admiral of the Fleet","1705"
"921","A75525","The apprehending of Captayne Butler at Portchmouth in the county of Southampton and his followers, who were bound with bullets and ammunition for Ireland, in the shipp called the Olive :$bAs also the true relation of a terrible sea fight by the States of Holland, against a fleet of the Spannish being furnished with men and ammonition [sic] for assistance to the rebels in Irland [sic] wherein was taken 23 sayle of their ships, as also their vice-admirall Don Eaustans sonne to Cardinall Saint Low the king of Spaines nephew. With a coppy of their commissiion [sic] against the Protestants, signed unto by the great signet. VVith the names of the rebells now in Newgate.","1642"
"922","A75784","An Account of the tryal of William Clamp :$bboatswain of their majesties ship the York, and his mate William Griffin, together with Sergeant Vallune, before the Honourable Sir Francis Wheeler, admiral of the Mediteranean Squadron, and reer-admiral of the Red, and the Right Honourable the Earl of Danby, reer-admiral of the Blew, on board their majesties ship the Carlisle : the two former for cheating the king, in embezzling their majesties stores, the latter for killing his fellow soldier, who being convicted and condemned, were executed on board at Portsmouth on Friday the 24th of this instant November 1693 : with their behaviour at the execution.","1693"
"923","A75794","The ingenious and diverting letters of the Lady -- travels into Spain. :$bDescribing the devotions, nunneries, humours, customs, laws, militia, trade, diet, and recreations of that people. : intermixt with great variety of modern adventures, and surprising accidents: being the truest and best remarks extant on that court and countrey.","1697"
"924","A75850","An act agreed upon at the treaty, by the Kings Majesty and the commissioners at New-port in the Isle of Wight, on Munday last, October 9. 1648 :$bWhich his Majesty hath given his Royall consent to be passed. Concerning the militia of the kingdome, and for the raising and maintaining of the forces by sea and land, within the kingdoms of England and Ireland, and dominion of Wales, the isles of Guernsey and Jersey, and the town of Barwick upon Tweed. And for the liberties of the city of London.","1648"
"925","A75905","A description and explanation of 268. places in Jerusalem and in the suburbs thereof, as it flourished in the time of Jesus Christ :$bAnswerable to each of the 268. figures that are in its large, and most exact description in the map; shewing the several places of the acts and sufferings of Jesus Christ, and his holy Apostles. As also of the Kings, prophets, &amp;c. Very useful for the more clear and fuller opening of very many places in the prophets (as also in Josephus, and other histories) especially in the Gospels, and the Acts of the Apostles. Translated by T.T. Reviewed, and in many places rectified according to the Holy Scriptures, and some things further cleared: with additions of many scripture proofs: by H. Jessey. Imprimatur Joseph Caryl.","1653"
"926","A75944","The Abdicated prince, or, The adventures of four years :$ba tragi-comedy, as it was lately acted at the court at Alba Regalis by several persons of great quality.","1690"
"927","A76118","The sea-mans diall, or, The mariners card: :$bdirecting unto the safe port of Christian obedience. And shewing the reasons which moved the authour, a sea commander, to returne unto his loyalty, and the service of the Soveraigne. As it was sent in a letter to a private friend, to be published from him unto the seamen; and is by this friend thus intituled: and dedicated unto the consideration, and commended unto the practise of all honest true hearted sea-men of England.","1648"
"928","A76119","The true relation of Capt: Will: Batten: Admirall of the fleet now at sea, in the service of the King, Parliament, and kingdome. :$bTouching the manner of the transportation of the six members; viz: Sir Philip Stapleton, Sir Will: Lewis, Sir Will: Waller, [double brace] Sir John Clotworthy, Mr. Long, and Mr. Hollis beyond the seas.","1647"
"929","A76120","A true relation of what past betweene the fleet his Highness the Prince of Wales, and that under the command of the Earle of Warwick.","1649"
"930","A76308","The universal character, :$bby which all the nations in the world may understand one anothers conceptions, reading out of one common writing their own mother tongues. An invention of general use, the practice whereof may be attained in two hours space, observing the grammatical directions. Which character is so contrived, that it may be spoken as well as written. /$cBy Cave Beck, M.A.","1657"
"931","A76377","The pilgrim. The second part :$bWritten by P. Belon, gent. Translator of the first part, and dedicated to the dutchess of Albemarle.","1681"
"932","A76710","Certain propositions sent by the States of Holland, to the lords embassadors of the common-wealth of England: :$bwherein, they desire, that the ancient amity may be continued between both states; and that they may be aiding and assisting to each other, against all persons whatsoever, that shall be disturbant to them. Also, a discovery of several plots of divers English and Scotch Cavaliers; and their intentions to murther the Lord St John, Mr Fairfax, and young Dorislaus. With, the States of Hollands message to the Queen of Bohemia; concerning the uncivil behaviour of her son, Prince Edward, towards the lords embassadours and their followers: and the States Order he should be tried by a court of justice. Together with an exact diurnal of each days progress and preceedings, from the last of March, to the sixth of April. 1651. Published according to order.","1651"
"933","A76867","A bloudy fight at sea disputed and maintained by the Royall Navy, :$bunder the conduct and command of His Highnesse the Prince of VVales, with the exact and true particulars thereof, the number killed, wounded, and thrown over-board. And the further proceedings of the Earl of Warwick concerning the Prince, with a letter to his Highness, from the English sea-men, and their resolution thereupon. Also, exceeding good newes from the Isle of Wight for peace.","1648"
"934","A76871","A bloudy fight in France, between the Kings army, and the Parliaments, neer the city of Paris: :$bwith the manner how the citizens sallyed forth, and the great defeat given them by His Majesties horse, commanded by the titular Duke of York; with the besieging of the city; and a treaty for the surrender: also, a great victory obtained by the English against the French at sea; the number of ships sunk and taken; and the seizing of the most richest prize that hath been known for many years.","1652"
"935","A76876","A bloudy fight in Scotland, between the English, Irish, and Scots, and a totall rout given to the adverse party in that kingdome, 1500. taken prisoners and dispersed, 120 killed upon the place, and many wounded. Also, the resolution of Lieutenant Generall David Lesley, concerning the Parliament of England, and the Armie. Together with a great fight at sea, betwixt the Parliament, and the Princes fleet, and the further proceedings of the forces in Lancashire: with Major Generall Ashtons letter to the Parliament. Published by authority.","1649"
"936","A76894","Bloudy newes from Holland: :$bbeing a true relation of the present proceedings of the Dutch-men against the English, at the Hague, Amsterdam, Rotterdam, Brill, Dort, Flushin, and divers other places. Also, a great fight at sea, between the Parliaments ships, and the Hollanders; the number burnt, sunk, and taken, by Captain Johnson and the rest of the English; with the manner of the said engagement. Likewise Lieu. Colonel John Lilburn made Captain of a man of War for the States of Holland, and his letter to the Lord General Cromwel.","1652"
"937","A76899","Bloudy nevves from sea: a perfect narrative of a great and bloudy fight between the English fleet commanded by General Blake, and the Dutch navy upon the Northern seas. :$bWith the particulars thereof, the occasion and manner of their engagement, and the number of ships sunk and taken. Also, a great victory obtained against the Hollanders by Sir George Ascue upon the coast of France, the manner of the fight, and the number of ships burnt, sunk, and taken by the English there. Likewise, Vantrump's Challenge, sent to General Blake, to fight him on the coast of Flanders, or the Narrow-Seas: with the great preparations that are making in Holland of men, mony, and other provisions to resist the English.","1652"
"938","A76900","Bloudy newes from sea: :$bbeing a perfect narrative, and exact relation, of the great and desperate engaging, between two hundred sail of English and Dutch-Men of war, upon the coast of Scilley: with the manner how Gen. Blake, and Sir George Ascue, drew their fleet into Battalia; the resolution of the Hollander; and the number of ships taken by the English. Also, the chasing of divers ships to the Downs; the taking of some English by Captain Bradshaw; the sinking of the London Faulcon; the number of ships surprized in Sole-Bay neer Yarmouth; and above one hundred sail of colliers coming into the Downs, bound for London. With the seizing of all the ships and goods belonging to the English merchants at St. Mallows in France; and the Kings proclamation to all his subjects.","1652"
"939","A76902","Bloudy newes from the Barbadaes [sic], :$bbeing a true relation of a great and terrible fight between the Parliaments Navie, commanded by Sir George Ayscue; and the king of Scots forces under the conduct and command of the Lord Willoughby. With the particulars of the fight; the storming of the island; the manner how the Parliaments forces were repulsed, and beaten off from Carlisle Bay, and the blockhouse; and the number killed and wounded. Likewise, a dangerous fight in Scotland, between the Parliaments forces, and the red-shanks; the manner of the fight; and the event and success thereof. Published for general satisfaction.","1652"
"940","A77030","A book and map of all Europe :$bwith the names of all the towns of note in that known quarter of the world: so that any one of the least capacity, finding the town in the alphabet, shall presently lay his finger upon the town in the map: a work very usefull for all schollars, marchants, mariners, tradesmen, and all that desire to know forreign parts, and especially in these times of warres and commotions that are now in Europe.","1650"
"941","A77095","A wicked plot against the person of Sir William Waller :$bDeclaring, how one of his soldiers eyther for hire or malice would desperately have shot him, but (by the providence of God) his musket not taking fire he immediately was apprehended; and deservedly executed for it. Shewing also, the true passages of every dayes service, from the first besieging of Arundell Castle, till the surrendring of it unto Sir William Waller, Jan. the 6. With an exact relation what commanders were slain during the siedge, and what prisoners and pillage was fouud [sic] in the castle. Together with the taking of a Dunkirk ship, which (being chased by the Hollanders, came up the channell near unto Arundell Castle for harbour, very richly laden, who intended to go to the relief of the English-Irish against the Parliament. Sent from the army to a gentleman dwelling in Mugwel-street, and by him caused to be printed for the satisfaction of such as desire to be truly informed. Published according to order.","1644"
"942","A77139","The copy of a letter form the reare-admiral of the English fleet for the common wealth of England, to an eminent merchant in London. :$bBeing a true and plaine narration of the whole proceedings and fight betwixt them and the Dutch fleet near the Downes, upon the 19. day of May, 1652.","1652"
"943","A77145","Capt. Badiley's answer unto Capt. Appleton's Remonstrance :$bGiven in to his excellency the Lord Generall Cromwell, and the right honourable, the Councel of State. As also: his true relation of what past between the great Duke of Tuscany, and himselfe. With sundry letters, affidavits, and certificates, discovering the fallaciousnesse of the said pamphlet, called A remonstrance of the fight in Legorn-Road, between the English, and the Dutch. With some other particulars, not impertinent to the purpose, of clearing up the truth.","1653"
"944","A77171","The martial-field of Europe :$bbeing a geographical and historical description of those parts of Europe, which are most famous in this present war, viz. I. Flanders, II. The Rhine, III. Savoy, IV. Catalonia, V. Hungary, VI. Greece. With an account of the several revolutions of those places, either by conquest or treaties of peace, particularly from the treaty of Munster in 1648. to this present time. By A. Boyer, Gent.","1694"
"945","A77237","The tenth muse lately sprung up in America :$bor severall poems, compiled with great variety of vvit and learning, full of delight. Wherein especially is contained a compleat discourse and description of the four elements, constitutions, ages of man, seasons of the year. Together with an exact epitomie of the four monarchies, viz. The Assyrian, Persian, Grecian, Roman. Also a dialogue between Old England and New, concerning the late troubles. With divers other pleasant and serious poems. By a gentlewoman in those parts.","1650"
"946","A77393","A brief accompt of the Turks late expedition, against the kingdome of Hungary, Transylvania, and the hereditary countries of the Emperour :$btogether with an exact narrative of the remarquable occurrences at the siege of Nevvhausel. Translated out of the Dutch. Printed with privilege.","1663"
"947","A77407","A brief, but most true relation of the late barbarous and bloody plot of the negro's [sic] in the island of Barbado's [sic] on Friday the 21. of October, 1692. To kill the governour and all the planters, and to destroy the government there established, and to set up a new governour and government of their own. In a letter to a friend","1693"
"948","A77408","A Brief chronicle of the Turkish War, from July to January, 1664 /$cturned out of high-Dutch ; together with his Imperial Majesties reasons for the undertaking of the war, and a map for the better understanding of the story.","1664"
"949","A77430","A brief discourse of the most assured ways and means to ruine and pull down the vast monarchy of the Ottoman princes :$bWritten by a judicious gentleman, who for above twenty years resided at the Turkish Port, being there employ'd by a great prince, as his ambassador. Also an historical and political discourse of the war in Hungary. Together with the battels of Kermain and Saint Gottard between the Turks and the Christians who there defeated them. With the articles of the last peace, between Leopold the most august emperour of the Romans, and Mahomet the present sultan of the Turks. anno 1664.","1687"
"950","A77456","A brief relation of a victory, obtained by the forces under the command of Gen. Edward Doyley, commander in chief of his Highnesse's forces in the island of Jamaica. :$bAgainst the forces of the king of Spain, commanded by Don Christopher Arnaldo Sasi, commander in chief of the Spanish forces there.","1659"
"951","A77465","A brief relation of the siege of Vienna, and the victory of the Christians against the Turks at Barkan","1683"
"952","A77466","A brief relation or remonstrance of the injurious proceedings and inhumane cruelties of the Turks, perpetrated on the commander and company of the ship Lewis of London; :$bwith the resolved captivity of their ship, goods and person, by the men of war of Tripoli and Tunis; with their happy escape from them.","1657"
"953","A77550","Britanicus his blessing.","1646"
"954","A77721","Arnaldo, or, The injur'd lover. :$bAn excellent new romance. /$cWritten in Italian by the excellent pen of Girolamo Brusoni. Made English by T.S.",NA
"955","A77776","To the Right Honourable William, Earl of Craven; John, Earl of Bath; John, Lord Berkley; George, Lord Cartret; Anthony, Lord Ashley; Sir John Colleton, Barronet: being proprietors of Carolina, and the Bahama islands :$bThomas Bulkley, a free-holder, inhabitant and merchant of New Providence (one of the said islands) humbly presenteth the following address, viz.","1694"
"956","A78233","The Case of the captains of His Majesty's fleet humbly offer'd to the honourable House of Commons. :$bIt being generally believed, that the captains who have served in His Majesty's ships, during the late war with France, have been rewarded extra for their service by double pay, which on the contrary is of loss to the said captains, and a considerable summ saved to the nation.","1699"
"957","A78662","Articles of peace and commerce, between the high and mighty kings, Charles, by the grace of God, king of Great Britain, France, and Ireland, defender of the faith, &amp;c. And John the 4th king of Portugal, Algarres, &amp;c. and their subjects. :$bConcluded at London the nine and twentieth day of January, in the yeer of our Lord 1642. stilo novo. Translated out of Latin into English.","1642"
"958","A78675","His Majesties commission granted to Mr. George Le Strange, the betraying Lyn to the enemy. :$bAlso, a true relation of the discovery of the plot: as it was attested under the hand of Captaine Leamon, who discovered it; to be presented to the Parliament. Published by authority.","1644"
